"count","apparent_temperature","date","holiday","hour","humidity","month","season","temperature","weather","weekday","windspeed","working_day","year"
35,0.1818,"2011-01-12",FALSE,11,0.51,1,"winter",0.2,"1",3,0.3881,TRUE,0
55,0.1515,"2011-01-12",FALSE,12,0.47,1,"winter",0.2,"1",3,0.5821,TRUE,0
49,0.197,"2011-01-12",FALSE,13,0.44,1,"winter",0.22,"1",3,0.3582,TRUE,0
44,0.1818,"2011-01-12",FALSE,14,0.47,1,"winter",0.2,"1",3,0.3284,TRUE,0
49,0.1667,"2011-01-12",FALSE,15,0.47,1,"winter",0.2,"1",3,0.4179,TRUE,0
68,0.197,"2011-01-12",FALSE,16,0.44,1,"winter",0.22,"1",3,0.3284,TRUE,0
139,0.1818,"2011-01-12",FALSE,17,0.47,1,"winter",0.2,"1",3,0.3582,TRUE,0
137,0.1515,"2011-01-12",FALSE,18,0.47,1,"winter",0.2,"1",3,0.5224,TRUE,0
83,0.1515,"2011-01-12",FALSE,19,0.47,1,"winter",0.18,"1",3,0.4179,TRUE,0
56,0.1364,"2011-01-12",FALSE,20,0.5,1,"winter",0.16,"1",3,0.3284,TRUE,0
57,0.1364,"2011-01-12",FALSE,21,0.55,1,"winter",0.16,"1",3,0.3284,TRUE,0
33,0.1212,"2011-01-12",FALSE,22,0.55,1,"winter",0.16,"1",3,0.4478,TRUE,0
20,0.1061,"2011-01-12",FALSE,23,0.59,1,"winter",0.14,"1",3,0.4179,TRUE,0
7,0.1212,"2011-01-13",FALSE,0,0.59,1,"winter",0.14,"1",4,0.2836,TRUE,0
2,0.1212,"2011-01-13",FALSE,1,0.5,1,"winter",0.14,"1",4,0.2836,TRUE,0
2,0.1212,"2011-01-13",FALSE,2,0.5,1,"winter",0.14,"1",4,0.3582,TRUE,0
3,0.1212,"2011-01-13",FALSE,3,0.5,1,"winter",0.14,"1",4,0.3284,TRUE,0
4,0.1212,"2011-01-13",FALSE,4,0.5,1,"winter",0.14,"1",4,0.2537,TRUE,0
3,0.1212,"2011-01-13",FALSE,5,0.5,1,"winter",0.14,"1",4,0.2985,TRUE,0
28,0.1515,"2011-01-13",FALSE,6,0.54,1,"winter",0.12,"1",4,0.1343,TRUE,0
72,0.1515,"2011-01-13",FALSE,7,0.54,1,"winter",0.12,"1",4,0.1343,TRUE,0
202,0.1364,"2011-01-13",FALSE,8,0.5,1,"winter",0.14,"1",4,0.194,TRUE,0
139,0.1212,"2011-01-13",FALSE,9,0.5,1,"winter",0.14,"1",4,0.3284,TRUE,0
38,0.1364,"2011-01-13",FALSE,10,0.5,1,"winter",0.16,"2",4,0.3582,TRUE,0
37,0.1667,"2011-01-13",FALSE,11,0.44,1,"winter",0.2,"2",4,0.4478,TRUE,0
52,0.1667,"2011-01-13",FALSE,12,0.44,1,"winter",0.2,"1",4,0.4179,TRUE,0
83,0.197,"2011-01-13",FALSE,13,0.41,1,"winter",0.22,"1",4,0.4478,TRUE,0
42,0.197,"2011-01-13",FALSE,14,0.41,1,"winter",0.22,"1",4,0.3881,TRUE,0
60,0.2121,"2011-01-13",FALSE,15,0.38,1,"winter",0.24,"1",4,0.2985,TRUE,0
78,0.2121,"2011-01-13",FALSE,16,0.38,1,"winter",0.24,"1",4,0.3582,TRUE,0
162,0.1818,"2011-01-13",FALSE,17,0.4,1,"winter",0.2,"1",4,0.2836,TRUE,0
144,0.1818,"2011-01-13",FALSE,18,0.4,1,"winter",0.2,"1",4,0.3284,TRUE,0
99,0.1515,"2011-01-13",FALSE,19,0.47,1,"winter",0.16,"1",4,0.2537,TRUE,0
64,0.1515,"2011-01-13",FALSE,20,0.47,1,"winter",0.16,"1",4,0.2239,TRUE,0
40,0.1212,"2011-01-13",FALSE,21,0.46,1,"winter",0.14,"1",4,0.2985,TRUE,0
30,0.1212,"2011-01-13",FALSE,22,0.46,1,"winter",0.14,"1",4,0.3284,TRUE,0
15,0.1364,"2011-01-13",FALSE,23,0.5,1,"winter",0.12,"1",4,0.194,TRUE,0
14,0.1364,"2011-01-14",FALSE,0,0.5,1,"winter",0.12,"1",5,0.194,TRUE,0
5,0.1212,"2011-01-14",FALSE,1,0.54,1,"winter",0.1,"1",5,0.1642,TRUE,0
1,0.1212,"2011-01-14",FALSE,2,0.54,1,"winter",0.1,"1",5,0.1343,TRUE,0
1,0.1364,"2011-01-14",FALSE,3,0.54,1,"winter",0.1,"1",5,0.1045,TRUE,0
8,0.1364,"2011-01-14",FALSE,5,0.54,1,"winter",0.1,"1",5,0.0896,TRUE,0
17,0.1818,"2011-01-14",FALSE,6,0.54,1,"winter",0.1,"1",5,0,TRUE,0
70,0.1212,"2011-01-14",FALSE,7,0.74,1,"winter",0.1,"1",5,0.1642,TRUE,0
158,0.1667,"2011-01-14",FALSE,8,0.68,1,"winter",0.12,"1",5,0,TRUE,0
117,0.1515,"2011-01-14",FALSE,9,0.69,1,"winter",0.14,"1",5,0.1343,TRUE,0
44,0.1818,"2011-01-14",FALSE,10,0.55,1,"winter",0.18,"1",5,0.194,TRUE,0
53,0.1667,"2011-01-14",FALSE,11,0.51,1,"winter",0.18,"1",5,0.2836,TRUE,0
61,0.197,"2011-01-14",FALSE,12,0.44,1,"winter",0.2,"1",5,0.2537,TRUE,0
77,0.197,"2011-01-14",FALSE,13,0.37,1,"winter",0.22,"1",5,0.3881,TRUE,0
64,0.2121,"2011-01-14",FALSE,14,0.41,1,"winter",0.22,"1",5,0.2836,TRUE,0
68,0.2424,"2011-01-14",FALSE,15,0.38,1,"winter",0.24,"1",5,0.1642,TRUE,0
90,0.2424,"2011-01-14",FALSE,16,0.41,1,"winter",0.22,"1",5,0.1045,TRUE,0
159,0.2273,"2011-01-14",FALSE,17,0.41,1,"winter",0.22,"1",5,0.1642,TRUE,0
139,0.2576,"2011-01-14",FALSE,18,0.47,1,"winter",0.2,"1",5,0,TRUE,0
92,0.197,"2011-01-14",FALSE,19,0.59,1,"winter",0.16,"1",5,0.0896,TRUE,0
68,0.2424,"2011-01-14",FALSE,20,0.59,1,"winter",0.18,"1",5,0,TRUE,0
52,0.2273,"2011-01-14",FALSE,21,0.69,1,"winter",0.16,"1",5,0,TRUE,0
36,0.2273,"2011-01-14",FALSE,22,0.69,1,"winter",0.16,"2",5,0,TRUE,0
27,0.2424,"2011-01-14",FALSE,23,0.55,1,"winter",0.18,"2",5,0,TRUE,0
28,0.2424,"2011-01-15",FALSE,0,0.55,1,"winter",0.18,"1",6,0,FALSE,0
20,0.197,"2011-01-15",FALSE,1,0.59,1,"winter",0.16,"2",6,0.0896,FALSE,0
12,0.197,"2011-01-15",FALSE,2,0.59,1,"winter",0.16,"2",6,0.0896,FALSE,0
8,0.2273,"2011-01-15",FALSE,3,0.59,1,"winter",0.16,"2",6,0,FALSE,0
5,0.2273,"2011-01-15",FALSE,4,0.59,1,"winter",0.16,"2",6,0,FALSE,0
1,0.2273,"2011-01-15",FALSE,5,0.59,1,"winter",0.16,"1",6,0,FALSE,0
3,0.1667,"2011-01-15",FALSE,6,0.63,1,"winter",0.14,"1",6,0.1045,FALSE,0
10,0.2121,"2011-01-15",FALSE,7,0.63,1,"winter",0.14,"1",6,0,FALSE,0
23,0.1515,"2011-01-15",FALSE,8,0.63,1,"winter",0.14,"1",6,0.1343,FALSE,0
33,0.1818,"2011-01-15",FALSE,9,0.64,1,"winter",0.16,"1",6,0.1343,FALSE,0
59,0.197,"2011-01-15",FALSE,10,0.59,1,"winter",0.18,"1",6,0.1642,FALSE,0
72,0.197,"2011-01-15",FALSE,11,0.55,1,"winter",0.2,"1",6,0.2239,FALSE,0
89,0.2273,"2011-01-15",FALSE,12,0.48,1,"winter",0.24,"1",6,0.2239,FALSE,0
101,0.2576,"2011-01-15",FALSE,13,0.38,1,"winter",0.28,"1",6,0.2985,FALSE,0
118,0.2879,"2011-01-15",FALSE,14,0.39,1,"winter",0.3,"1",6,0.2836,FALSE,0
129,0.3182,"2011-01-15",FALSE,15,0.36,1,"winter",0.32,"2",6,0.194,FALSE,0
128,0.3333,"2011-01-15",FALSE,16,0.34,1,"winter",0.34,"2",6,0.194,FALSE,0
83,0.303,"2011-01-15",FALSE,17,0.36,1,"winter",0.32,"2",6,0.2836,FALSE,0
84,0.2879,"2011-01-15",FALSE,18,0.45,1,"winter",0.3,"2",6,0.2537,FALSE,0
74,0.303,"2011-01-15",FALSE,19,0.39,1,"winter",0.32,"2",6,0.2537,FALSE,0
41,0.303,"2011-01-15",FALSE,20,0.39,1,"winter",0.32,"2",6,0.2537,FALSE,0
57,0.303,"2011-01-15",FALSE,21,0.39,1,"winter",0.32,"2",6,0.2239,FALSE,0
26,0.3182,"2011-01-15",FALSE,22,0.42,1,"winter",0.3,"2",6,0.1045,FALSE,0
44,0.2879,"2011-01-15",FALSE,23,0.45,1,"winter",0.3,"1",6,0.2836,FALSE,0
39,0.303,"2011-01-16",FALSE,0,0.56,1,"winter",0.26,"1",0,0,FALSE,0
23,0.2727,"2011-01-16",FALSE,1,0.56,1,"winter",0.26,"1",0,0.1343,FALSE,0
16,0.2879,"2011-01-16",FALSE,2,0.56,1,"winter",0.26,"1",0,0.0896,FALSE,0
15,0.2727,"2011-01-16",FALSE,3,0.69,1,"winter",0.22,"1",0,0,FALSE,0
1,0.2576,"2011-01-16",FALSE,4,0.56,1,"winter",0.26,"1",0,0.1642,FALSE,0
2,0.2576,"2011-01-16",FALSE,5,0.56,1,"winter",0.26,"2",0,0.1642,FALSE,0
1,0.2576,"2011-01-16",FALSE,6,0.56,1,"winter",0.26,"2",0,0.1642,FALSE,0
3,0.2121,"2011-01-16",FALSE,7,0.56,1,"winter",0.24,"2",0,0.2985,FALSE,0
18,0.2121,"2011-01-16",FALSE,8,0.55,1,"winter",0.22,"1",0,0.2836,FALSE,0
32,0.2121,"2011-01-16",FALSE,9,0.51,1,"winter",0.22,"1",0,0.2537,FALSE,0
79,0.2121,"2011-01-16",FALSE,10,0.51,1,"winter",0.22,"1",0,0.2836,FALSE,0
93,0.2273,"2011-01-16",FALSE,11,0.44,1,"winter",0.24,"1",0,0.2537,FALSE,0
104,0.2121,"2011-01-16",FALSE,12,0.41,1,"winter",0.24,"1",0,0.2836,FALSE,0
118,0.2273,"2011-01-16",FALSE,13,0.35,1,"winter",0.26,"1",0,0.2985,FALSE,0
91,0.2727,"2011-01-16",FALSE,14,0.36,1,"winter",0.28,"1",0,0.2537,FALSE,0
113,0.2424,"2011-01-16",FALSE,15,0.38,1,"winter",0.26,"1",0,0.2537,FALSE,0
99,0.2273,"2011-01-16",FALSE,16,0.38,1,"winter",0.24,"1",0,0.2239,FALSE,0
105,0.2121,"2011-01-16",FALSE,17,0.37,1,"winter",0.22,"1",0,0.2537,FALSE,0
67,0.2121,"2011-01-16",FALSE,18,0.4,1,"winter",0.2,"1",0,0.1642,FALSE,0
61,0.197,"2011-01-16",FALSE,19,0.47,1,"winter",0.18,"1",0,0.1343,FALSE,0
57,0.197,"2011-01-16",FALSE,20,0.47,1,"winter",0.18,"1",0,0.1642,FALSE,0
28,0.197,"2011-01-16",FALSE,21,0.51,1,"winter",0.18,"1",0,0.1642,FALSE,0
21,0.2121,"2011-01-16",FALSE,22,0.49,1,"winter",0.2,"2",0,0.1343,FALSE,0
18,0.2273,"2011-01-16",FALSE,23,0.4,1,"winter",0.2,"2",0,0.1045,FALSE,0
17,0.197,"2011-01-17",TRUE,0,0.47,1,"winter",0.2,"2",1,0.2239,FALSE,0
16,0.197,"2011-01-17",TRUE,1,0.44,1,"winter",0.2,"2",1,0.194,FALSE,0
8,0.1667,"2011-01-17",TRUE,2,0.43,1,"winter",0.18,"2",1,0.2537,FALSE,0
2,0.1818,"2011-01-17",TRUE,3,0.43,1,"winter",0.18,"2",1,0.194,FALSE,0
3,0.197,"2011-01-17",TRUE,4,0.43,1,"winter",0.18,"2",1,0.1343,FALSE,0
1,0.197,"2011-01-17",TRUE,5,0.43,1,"winter",0.18,"2",1,0.1642,FALSE,0
5,0.1818,"2011-01-17",TRUE,6,0.43,1,"winter",0.18,"2",1,0.194,FALSE,0
13,0.1818,"2011-01-17",TRUE,7,0.5,1,"winter",0.16,"2",1,0.1343,FALSE,0
33,0.1515,"2011-01-17",TRUE,8,0.47,1,"winter",0.16,"2",1,0.2239,FALSE,0
47,0.1515,"2011-01-17",TRUE,9,0.47,1,"winter",0.16,"2",1,0.2239,FALSE,0
57,0.1515,"2011-01-17",TRUE,10,0.5,1,"winter",0.16,"2",1,0.2537,FALSE,0
64,0.1515,"2011-01-17",TRUE,11,0.55,1,"winter",0.16,"2",1,0.194,FALSE,0
80,0.197,"2011-01-17",TRUE,12,0.47,1,"winter",0.18,"2",1,0.1343,FALSE,0
93,0.197,"2011-01-17",TRUE,13,0.47,1,"winter",0.18,"2",1,0.1343,FALSE,0
86,0.2121,"2011-01-17",TRUE,14,0.43,1,"winter",0.18,"2",1,0.1045,FALSE,0
93,0.2121,"2011-01-17",TRUE,15,0.47,1,"winter",0.2,"2",1,0.1642,FALSE,0
82,0.2121,"2011-01-17",TRUE,16,0.47,1,"winter",0.2,"2",1,0.1642,FALSE,0
71,0.197,"2011-01-17",TRUE,17,0.51,1,"winter",0.2,"1",1,0.194,FALSE,0
92,0.1667,"2011-01-17",TRUE,18,0.55,1,"winter",0.18,"2",1,0.2537,FALSE,0
60,0.1818,"2011-01-17",TRUE,19,0.59,1,"winter",0.18,"3",1,0.194,FALSE,0
33,0.1515,"2011-01-17",TRUE,20,0.8,1,"winter",0.16,"3",1,0.194,FALSE,0
27,0.1515,"2011-01-17",TRUE,21,0.8,1,"winter",0.16,"3",1,0.194,FALSE,0
13,0.1212,"2011-01-17",TRUE,22,0.93,1,"winter",0.14,"3",1,0.2537,FALSE,0
4,0.1364,"2011-01-17",TRUE,23,0.86,1,"winter",0.16,"3",1,0.2836,FALSE,0
3,0.1818,"2011-01-18",FALSE,12,0.86,1,"winter",0.2,"2",2,0.3284,TRUE,0
22,0.197,"2011-01-18",FALSE,13,0.86,1,"winter",0.2,"2",2,0.2239,TRUE,0
28,0.2273,"2011-01-18",FALSE,14,0.8,1,"winter",0.22,"2",2,0.1642,TRUE,0
35,0.2273,"2011-01-18",FALSE,15,0.87,1,"winter",0.22,"2",2,0.1642,TRUE,0
61,0.2273,"2011-01-18",FALSE,16,0.87,1,"winter",0.22,"2",2,0.194,TRUE,0
125,0.2273,"2011-01-18",FALSE,17,0.82,1,"winter",0.22,"2",2,0.194,TRUE,0
133,0.2273,"2011-01-18",FALSE,18,0.8,1,"winter",0.22,"2",2,0.1642,TRUE,0
99,0.2273,"2011-01-18",FALSE,19,0.8,1,"winter",0.22,"2",2,0.1343,TRUE,0
83,0.2727,"2011-01-18",FALSE,20,0.87,1,"winter",0.22,"2",2,0,TRUE,0
41,0.2424,"2011-01-18",FALSE,21,0.93,1,"winter",0.22,"2",2,0.1045,TRUE,0
33,0.2576,"2011-01-18",FALSE,22,0.93,1,"winter",0.22,"2",2,0.0896,TRUE,0
20,0.2727,"2011-01-18",FALSE,23,0.93,1,"winter",0.22,"2",2,0,TRUE,0
3,0.2727,"2011-01-19",FALSE,0,0.93,1,"winter",0.22,"2",3,0,TRUE,0
7,0.2273,"2011-01-19",FALSE,1,0.93,1,"winter",0.22,"3",3,0.1343,TRUE,0
3,0.2273,"2011-01-19",FALSE,2,0.93,1,"winter",0.22,"3",3,0.1343,TRUE,0
2,0.2273,"2011-01-19",FALSE,4,0.93,1,"winter",0.22,"3",3,0.1343,TRUE,0
7,0.2576,"2011-01-19",FALSE,5,0.93,1,"winter",0.22,"2",3,0.0896,TRUE,0
32,0.2576,"2011-01-19",FALSE,6,0.93,1,"winter",0.22,"2",3,0.0896,TRUE,0
90,0.2576,"2011-01-19",FALSE,7,0.92,1,"winter",0.24,"2",3,0.1045,TRUE,0
197,0.2576,"2011-01-19",FALSE,8,0.93,1,"winter",0.24,"2",3,0.1045,TRUE,0
109,0.2576,"2011-01-19",FALSE,9,0.93,1,"winter",0.24,"2",3,0.1045,TRUE,0
47,0.2727,"2011-01-19",FALSE,10,0.93,1,"winter",0.26,"2",3,0.1343,TRUE,0
52,0.303,"2011-01-19",FALSE,11,0.87,1,"winter",0.28,"2",3,0.0896,TRUE,0
70,0.3182,"2011-01-19",FALSE,12,0.81,1,"winter",0.3,"2",3,0.0896,TRUE,0
78,0.4091,"2011-01-19",FALSE,13,0.62,1,"winter",0.4,"1",3,0.2836,TRUE,0
75,0.4091,"2011-01-19",FALSE,14,0.58,1,"winter",0.4,"1",3,0.2537,TRUE,0
82,0.4091,"2011-01-19",FALSE,15,0.54,1,"winter",0.4,"1",3,0.2836,TRUE,0
104,0.3939,"2011-01-19",FALSE,16,0.58,1,"winter",0.38,"1",3,0.3881,TRUE,0
197,0.3333,"2011-01-19",FALSE,17,0.57,1,"winter",0.36,"1",3,0.3284,TRUE,0
161,0.3182,"2011-01-19",FALSE,18,0.61,1,"winter",0.34,"1",3,0.2836,TRUE,0
112,0.2879,"2011-01-19",FALSE,19,0.57,1,"winter",0.32,"1",3,0.4179,TRUE,0
76,0.303,"2011-01-19",FALSE,20,0.49,1,"winter",0.32,"1",3,0.2985,TRUE,0
59,0.2879,"2011-01-19",FALSE,21,0.49,1,"winter",0.32,"1",3,0.4179,TRUE,0
59,0.303,"2011-01-19",FALSE,22,0.52,1,"winter",0.3,"1",3,0.1642,TRUE,0
28,0.2727,"2011-01-19",FALSE,23,0.52,1,"winter",0.3,"1",3,0.4627,TRUE,0
13,0.2273,"2011-01-20",FALSE,0,0.56,1,"winter",0.26,"1",4,0.3881,TRUE,0
5,0.2727,"2011-01-20",FALSE,1,0.56,1,"winter",0.26,"1",4,0,TRUE,0
2,0.2727,"2011-01-20",FALSE,2,0.56,1,"winter",0.26,"1",4,0,TRUE,0
1,0.2576,"2011-01-20",FALSE,3,0.56,1,"winter",0.26,"1",4,0.1642,TRUE,0
1,0.2576,"2011-01-20",FALSE,4,0.56,1,"winter",0.26,"1",4,0.1642,TRUE,0
6,0.2273,"2011-01-20",FALSE,5,0.6,1,"winter",0.24,"1",4,0.2239,TRUE,0
35,0.2121,"2011-01-20",FALSE,6,0.6,1,"winter",0.22,"1",4,0.2239,TRUE,0
101,0.2121,"2011-01-20",FALSE,7,0.55,1,"winter",0.22,"1",4,0.2239,TRUE,0
249,0.2121,"2011-01-20",FALSE,8,0.55,1,"winter",0.22,"1",4,0.2836,TRUE,0
143,0.2273,"2011-01-20",FALSE,9,0.52,1,"winter",0.24,"2",4,0.2239,TRUE,0
57,0.2273,"2011-01-20",FALSE,10,0.48,1,"winter",0.26,"1",4,0.2985,TRUE,0
68,0.2727,"2011-01-20",FALSE,11,0.45,1,"winter",0.28,"2",4,0.1642,TRUE,0
84,0.3333,"2011-01-20",FALSE,12,0.42,1,"winter",0.3,"2",4,0,TRUE,0
98,0.2879,"2011-01-20",FALSE,13,0.45,1,"winter",0.28,"2",4,0.1045,TRUE,0
81,0.303,"2011-01-20",FALSE,14,0.45,1,"winter",0.3,"2",4,0.1343,TRUE,0
70,0.3182,"2011-01-20",FALSE,15,0.45,1,"winter",0.32,"2",4,0.194,TRUE,0
91,0.303,"2011-01-20",FALSE,16,0.49,1,"winter",0.3,"2",4,0.1343,TRUE,0
215,0.3182,"2011-01-20",FALSE,17,0.49,1,"winter",0.3,"2",4,0.1045,TRUE,0
185,0.2576,"2011-01-20",FALSE,18,0.56,1,"winter",0.26,"2",4,0.194,TRUE,0
152,0.2273,"2011-01-20",FALSE,19,0.56,1,"winter",0.26,"1",4,0.3284,TRUE,0
126,0.2424,"2011-01-20",FALSE,20,0.6,1,"winter",0.26,"2",4,0.2836,TRUE,0
57,0.2273,"2011-01-20",FALSE,21,0.6,1,"winter",0.24,"2",4,0.2537,TRUE,0
56,0.2121,"2011-01-20",FALSE,22,0.65,1,"winter",0.24,"2",4,0.2836,TRUE,0
31,0.2121,"2011-01-20",FALSE,23,0.65,1,"winter",0.24,"2",4,0.3284,TRUE,0
21,0.2273,"2011-01-21",FALSE,0,0.7,1,"winter",0.24,"2",5,0.2537,TRUE,0
6,0.2273,"2011-01-21",FALSE,1,0.7,1,"winter",0.24,"2",5,0.2537,TRUE,0
2,0.2424,"2011-01-21",FALSE,2,0.75,1,"winter",0.24,"3",5,0.1642,TRUE,0
1,0.2121,"2011-01-21",FALSE,3,0.8,1,"winter",0.22,"3",5,0.2985,TRUE,0
1,0.2576,"2011-01-21",FALSE,4,0.87,1,"winter",0.22,"2",5,0.0896,TRUE,0
5,0.197,"2011-01-21",FALSE,5,0.6,1,"winter",0.24,"1",5,0.4179,TRUE,0
27,0.2121,"2011-01-21",FALSE,6,0.55,1,"winter",0.22,"1",5,0.2537,TRUE,0
68,0.1818,"2011-01-21",FALSE,7,0.51,1,"winter",0.2,"1",5,0.2836,TRUE,0
217,0.1818,"2011-01-21",FALSE,8,0.47,1,"winter",0.2,"1",5,0.3284,TRUE,0
166,0.1818,"2011-01-21",FALSE,9,0.51,1,"winter",0.2,"1",5,0.3582,TRUE,0
63,0.1667,"2011-01-21",FALSE,10,0.47,1,"winter",0.2,"1",5,0.4627,TRUE,0
59,0.1818,"2011-01-21",FALSE,11,0.41,1,"winter",0.22,"1",5,0.4627,TRUE,0
78,0.1818,"2011-01-21",FALSE,12,0.27,1,"winter",0.22,"1",5,0.5821,TRUE,0
73,0.1515,"2011-01-21",FALSE,13,0.21,1,"winter",0.2,"1",5,0.5821,TRUE,0
62,0.1515,"2011-01-21",FALSE,14,0.25,1,"winter",0.2,"1",5,0.5224,TRUE,0
65,0.1212,"2011-01-21",FALSE,15,0.26,1,"winter",0.16,"1",5,0.4478,TRUE,0
97,0.1364,"2011-01-21",FALSE,16,0.26,1,"winter",0.16,"1",5,0.3582,TRUE,0
161,0.1212,"2011-01-21",FALSE,17,0.28,1,"winter",0.14,"1",5,0.3582,TRUE,0
120,0.1212,"2011-01-21",FALSE,18,0.3,1,"winter",0.12,"1",5,0.2537,TRUE,0
96,0.1061,"2011-01-21",FALSE,19,0.3,1,"winter",0.12,"1",5,0.3284,TRUE,0
53,0.0758,"2011-01-21",FALSE,20,0.33,1,"winter",0.1,"1",5,0.4179,TRUE,0
41,0.0758,"2011-01-21",FALSE,21,0.38,1,"winter",0.08,"1",5,0.2836,TRUE,0
34,0.0303,"2011-01-21",FALSE,22,0.41,1,"winter",0.06,"1",5,0.3881,TRUE,0
27,0.0455,"2011-01-21",FALSE,23,0.38,1,"winter",0.06,"1",5,0.3284,TRUE,0
13,0.0303,"2011-01-22",FALSE,0,0.45,1,"winter",0.04,"1",6,0.2537,FALSE,0
12,0,"2011-01-22",FALSE,1,0.41,1,"winter",0.04,"2",6,0.3881,FALSE,0
11,0.0303,"2011-01-22",FALSE,2,0.41,1,"winter",0.04,"2",6,0.2537,FALSE,0
7,0.0303,"2011-01-22",FALSE,3,0.41,1,"winter",0.04,"2",6,0.2836,FALSE,0
3,0.0152,"2011-01-22",FALSE,4,0.48,1,"winter",0.02,"2",6,0.2985,FALSE,0
2,0.0303,"2011-01-22",FALSE,6,0.44,1,"winter",0.02,"2",6,0.2239,FALSE,0
8,0.0152,"2011-01-22",FALSE,7,0.44,1,"winter",0.02,"1",6,0.2836,FALSE,0
27,0,"2011-01-22",FALSE,8,0.44,1,"winter",0.02,"1",6,0.3284,FALSE,0
40,0.0303,"2011-01-22",FALSE,9,0.41,1,"winter",0.04,"1",6,0.2537,FALSE,0
53,0.0606,"2011-01-22",FALSE,10,0.41,1,"winter",0.04,"2",6,0.1642,FALSE,0
63,0.0758,"2011-01-22",FALSE,11,0.38,1,"winter",0.06,"2",6,0.1343,FALSE,0
70,0.1061,"2011-01-22",FALSE,12,0.38,1,"winter",0.06,"2",6,0.1045,FALSE,0
84,0.1667,"2011-01-22",FALSE,13,0.35,1,"winter",0.08,"1",6,0,FALSE,0
75,0.1364,"2011-01-22",FALSE,14,0.33,1,"winter",0.1,"1",6,0.1045,FALSE,0
103,0.1515,"2011-01-22",FALSE,15,0.28,1,"winter",0.12,"1",6,0,FALSE,0
83,0.1364,"2011-01-22",FALSE,16,0.28,1,"winter",0.12,"1",6,0.194,FALSE,0
67,0.197,"2011-01-22",FALSE,17,0.28,1,"winter",0.12,"1",6,0,FALSE,0
54,0.0909,"2011-01-22",FALSE,18,0.35,1,"winter",0.08,"1",6,0.194,FALSE,0
59,0.1061,"2011-01-22",FALSE,19,0.35,1,"winter",0.08,"1",6,0.1343,FALSE,0
45,0.0758,"2011-01-22",FALSE,20,0.45,1,"winter",0.06,"1",6,0.1642,FALSE,0
39,0.1061,"2011-01-22",FALSE,21,0.41,1,"winter",0.06,"1",6,0.0896,FALSE,0
30,0.1515,"2011-01-22",FALSE,22,0.49,1,"winter",0.06,"1",6,0,FALSE,0
33,0.0758,"2011-01-22",FALSE,23,0.57,1,"winter",0.04,"1",6,0.1045,FALSE,0
22,0.0758,"2011-01-23",FALSE,0,0.57,1,"winter",0.04,"1",0,0.1045,FALSE,0
13,0.0758,"2011-01-23",FALSE,1,0.57,1,"winter",0.04,"1",0,0.1045,FALSE,0
18,0.0606,"2011-01-23",FALSE,2,0.62,1,"winter",0.02,"1",0,0.1343,FALSE,0
5,0.0606,"2011-01-23",FALSE,3,0.62,1,"winter",0.02,"1",0,0.1343,FALSE,0
3,0.0758,"2011-01-23",FALSE,5,0.57,1,"winter",0.04,"2",0,0.1045,FALSE,0
1,0.0758,"2011-01-23",FALSE,6,0.57,1,"winter",0.04,"2",0,0.1045,FALSE,0
2,0.1061,"2011-01-23",FALSE,7,0.58,1,"winter",0.08,"1",0,0.1642,FALSE,0
19,0.0758,"2011-01-23",FALSE,8,0.62,1,"winter",0.06,"1",0,0.1642,FALSE,0
28,0.0758,"2011-01-23",FALSE,9,0.54,1,"winter",0.1,"1",0,0.3582,FALSE,0
58,0.1061,"2011-01-23",FALSE,10,0.46,1,"winter",0.14,"1",0,0.3881,FALSE,0
99,0.1364,"2011-01-23",FALSE,11,0.43,1,"winter",0.14,"1",0,0.2239,FALSE,0
116,0.1212,"2011-01-23",FALSE,12,0.37,1,"winter",0.16,"1",0,0.4627,FALSE,0
87,0.1061,"2011-01-23",FALSE,13,0.33,1,"winter",0.14,"1",0,0.3881,FALSE,0
110,0.1364,"2011-01-23",FALSE,14,0.28,1,"winter",0.16,"1",0,0.3582,FALSE,0
77,0.1364,"2011-01-23",FALSE,15,0.28,1,"winter",0.16,"1",0,0.3582,FALSE,0
65,0.1364,"2011-01-23",FALSE,16,0.26,1,"winter",0.16,"1",0,0.3284,FALSE,0
55,0.1061,"2011-01-23",FALSE,17,0.26,1,"winter",0.14,"1",0,0.3881,FALSE,0
49,0.1212,"2011-01-23",FALSE,18,0.3,1,"winter",0.12,"1",0,0.2537,FALSE,0
50,0.1212,"2011-01-23",FALSE,19,0.3,1,"winter",0.12,"1",0,0.2836,FALSE,0
35,0.1061,"2011-01-23",FALSE,20,0.36,1,"winter",0.1,"1",0,0.2537,FALSE,0
25,0.1061,"2011-01-23",FALSE,21,0.36,1,"winter",0.1,"1",0,0.194,FALSE,0
28,0.0909,"2011-01-23",FALSE,22,0.38,1,"winter",0.08,"1",0,0.194,FALSE,0
21,0.0606,"2011-01-23",FALSE,23,0.41,1,"winter",0.06,"1",0,0.2239,FALSE,0
7,0.0606,"2011-01-24",FALSE,0,0.41,1,"winter",0.06,"1",1,0.194,TRUE,0
1,0.0455,"2011-01-24",FALSE,1,0.45,1,"winter",0.04,"1",1,0.194,TRUE,0
1,0.0303,"2011-01-24",FALSE,3,0.45,1,"winter",0.04,"1",1,0.2537,TRUE,0
1,0.0606,"2011-01-24",FALSE,4,0.48,1,"winter",0.02,"1",1,0.1343,TRUE,0
